Re Im
-189.0 -1153.0
-87.0 -637.0
404.0 -718.0
331.0 -1422.0
-662.0 -1828.0
-1706.0 -1499.0
-1842.0 64.0
-980.0 921.0
194.0 450.0
1028.0 -474.0
1395.0 -427.0
1222.0 524.0
580.0 984.0
-116.0 309.0
-179.0 -390.0
314.0 37.0
613.0 1021.0
290.0 1155.0
-268.0 188.0
-418.0 -647.0
-291.0 -602.0
-263.0 -327.0
-411.0 -533.0
-153.0 -780.0
575.0 -276.0
1072.0 607.0
762.0 587.0
-97.0 -307.0
-781.0 -770.0
-1132.0 75.0
-1277.0 1117.0
-1027.0 983.0
-147.0 -85.0
1017.0 -598.0
1515.0 -113.0
796.0 356.0
-582.0 -20.0
-1424.0 -755.0
-1251.0 -795.0
-698.0 -290.0
-396.0 -143.0
-369.0 -626.0
-194.0 -1057.0
128.0 -837.0
127.0 -232.0
-383.0 263.0
-965.0 395.0
-1061.0 302.0
-646.0 42.0
-183.0 -357.0
22.0 -434.0
93.0 39.0
290.0 553.0
342.0 383.0
126.0 -532.0
-183.0 -1192.0
43.0 -950.0
751.0 -114.0
1047.0 492.0
180.0 358.0
-1212.0 -216.0
-1657.0 -652.0
-743.0 -785.0
509.0 -577.0
745.0 -37.0
150.0 460.0
-195.0 570.0
134.0 255.0
410.0 -138.0
177.0 -218.0
39.0 73.0
631.0 304.0
1548.0 151.0
1621.0 -474.0
704.0 -1236.0
-243.0 -1614.0
-433.0 -1339.0
-19.0 -638.0
257.0 64.0
73.0 339.0
-329.0 94.0
-646.0 -578.0
-781.0 -1183.0
-634.0 -1065.0
-201.0 -17.0
172.0 1504.0
274.0 2047.0
239.0 1736.0
485.0 112.0
735.0 -1031.0
392.0 -1054.0
-404.0 -389.0
-688.0 88.0
-199.0 175.0
100.0 218.0
-914.0 370.0
-1936.0 382.0
-1897.0 128.0
135.0 -29.0
2004.0 115.0
1920.0 279.0
311.0 75.0
-689.0 -419.0
-116.0 -675.0
670.0 -399.0
551.0 149.0
-253.0 545.0
-529.0 423.0
-202.0 -61.0
-59.0 -586.0
-405.0 -750.0
-617.0 -502.0
-314.0 -174.0
44.0 -189.0
-128.0 -466.0
-697.0 -472.0
-1002.0 -106.0
-834.0 120.0
-587.0 -176.0
-550.0 -629.0
-453.0 -612.0
-12.0 -6.0
610.0 542.0
964.0 556.0
843.0 405.0
322.0 653.0
-244.0 1031.0
-594.0 909.0
-632.0 142.0
-387.0 -655.0
-145.0 -952.0
-51.0 -791.0
-71.0 -700.0
-2.0 -722.0
211.0 -612.0
344.0 -294.0
296.0 58.0
333.0 229.0
657.0 213.0
1062.0 31.0
1111.0 -445.0
704.0 -1110.0
157.0 -1521.0
-107.0 -1268.0
-106.0 -534.0
-34.0 28.0
46.0 91.0
217.0 -96.0
370.0 81.0
200.0 755.0
-198.0 1454.0
-394.0 1492.0
46.0 942.0
633.0 326.0
539.0 156.0
-337.0 347.0
-1006.0 302.0
-616.0 -1.0
313.0 -196.0
478.0 18.0
-268.0 218.0
-769.0 -102.0
-54.0 -730.0
1177.0 -872.0
1466.0 -49.0
630.0 1020.0
-158.0 1414.0
-79.0 1019.0
316.0 488.0
248.0 301.0
10.0 430.0
340.0 547.0
1033.0 352.0
1101.0 -139.0
449.0 -726.0
111.0 -885.0
680.0 -398.0
1328.0 438.0
982.0 851.0
-146.0 535.0
-682.0 15.0
-146.0 -54.0
536.0 166.0
444.0 97.0
-61.0 -135.0
-174.0 169.0
159.0 1014.0
272.0 1523.0
-162.0 1065.0
-593.0 170.0
-525.0 -98.0
10.0 352.0
629.0 489.0
931.0 -147.0
706.0 -800.0
85.0 -642.0
-304.0 87.0
156.0 550.0
1228.0 371.0
1796.0 5.0
1198.0 -42.0
148.0 111.0
-506.0 459.0
-733.0 1019.0
-1042.0 1305.0
-1338.0 795.0
-813.0 -281.0
288.0 -988.0
650.0 -530.0
-268.0 413.0
-1086.0 643.0
-297.0 -46.0
1359.0 -648.0
1603.0 -284.0
-157.0 480.0
-1696.0 662.0
-880.0 9.0
1276.0 -731.0
2047.0 -1064.0
1036.0 -1079.0
-335.0 -886.0
-152.0 -406.0
808.0 268.0
918.0 715.0
-137.0 646.0
-806.0 194.0
-250.0 -208.0
758.0 -481.0
1175.0 -720.0
924.0 -805.0
615.0 -436.0
533.0 356.0
539.0 921.0
697.0 728.0
1041.0 33.0
1201.0 -557.0
611.0 -701.0
-611.0 -424.0
-1444.0 24.0
-1136.0 418.0
-14.0 439.0
694.0 253.0
450.0 139.0
-364.0 204.0
-903.0 77.0
-783.0 -409.0
-132.0 -850.0
703.0 -533.0
1287.0 497.0
1277.0 1256.0
653.0 987.0
-171.0 151.0
-674.0 -67.0
-613.0 608.0
-108.0 1296.0
421.0 1014.0
442.0 18.0
-226.0 -772.0
-1097.0 -786.0
-1433.0 -363.0
-752.0 -82.0
173.0 -97.0
273.0 -306.0
-628.0 -482.0
-1506.0 -595.0
-1091.0 -564.0
423.0 -323.0
1663.0 -8.0
1752.0 217.0
1218.0 240.0
890.0 172.0
729.0 130.0
-64.0 -16.0
-1479.0 -242.0
-2048.0 -521.0
-1532.0 -784.0
338.0 -964.0
996.0 -1023.0
-36.0 -850.0
-1467.0 -354.0
-1714.0 162.0
-919.0 389.0
-188.0 346.0
35.0 267.0
328.0 473.0
953.0 767.0
1155.0 812.0
304.0 546.0
-663.0 425.0
-618.0 733.0
164.0 1277.0
216.0 1268.0
-855.0 568.0
-1638.0 -110.0
-848.0 -54.0
813.0 627.0
1446.0 1165.0
641.0 1077.0
-291.0 602.0
-245.0 207.0
116.0 -36.0
-377.0 -217.0
-1425.0 -259.0
-1715.0 -14.0
-823.0 433.0
177.0 654.0
369.0 330.0
181.0 -136.0
352.0 -361.0
685.0 -382.0
290.0 -461.0
-769.0 -804.0
-1376.0 -1126.0
-880.0 -1197.0
-94.0 -1054.0
-14.0 -777.0
-460.0 -408.0
-350.0 47.0
439.0 421.0
802.0 379.0
-25.0 -47.0
-1156.0 -437.0
-1063.0 -564.0
244.0 -319.0
1287.0 -23.0
881.0 -20.0
-288.0 -274.0
-595.0 -328.0
327.0 251.0
1232.0 1246.0
914.0 1844.0
-282.0 1493.0
-946.0 521.0
-498.0 -38.0
440.0 286.0
803.0 1018.0
309.0 1311.0
-435.0 1155.0
-803.0 1043.0
-616.0 883.0
-94.0 200.0
328.0 -848.0
316.0 -1294.0
-75.0 -455.0
-419.0 805.0
-273.0 1165.0
228.0 485.0
490.0 -157.0
373.0 -32.0
439.0 251.0
932.0 -248.0
1390.0 -1053.0
1071.0 -1136.0
90.0 -263.0
-644.0 623.0
-462.0 677.0
294.0 32.0
963.0 -574.0
1135.0 -840.0
867.0 -960.0
201.0 -775.0
-739.0 3.0
-1288.0 1112.0
-883.0 1666.0
193.0 984.0
990.0 -417.0
1018.0 -1346.0
645.0 -1127.0
283.0 -350.0
-207.0 20.0
-834.0 -235.0
-965.0 -452.0
-178.0 -33.0
684.0 560.0
470.0 522.0
-600.0 -293.0
-898.0 -814.0
176.0 -159.0
1197.0 1126.0
395.0 1441.0
-1409.0 215.0
-2048.0 -1286.0
-990.0 -1488.0
453.0 -392.0
244.0 554.0
-564.0 450.0
-370.0 -26.0
946.0 162.0
1605.0 933.0
808.0 1418.0
-129.0 1290.0
172.0 1164.0
1063.0 1245.0
974.0 1148.0
-306.0 545.0
-1454.0 -97.0
-1391.0 -284.0
-548.0 -28.0
27.0 -3.0
103.0 -292.0
51.0 -477.0
-73.0 -467.0
-473.0 -490.0
-1068.0 -619.0
-1284.0 -567.0
-723.0 -186.0
268.0 157.0
938.0 202.0
642.0 236.0
-335.0 590.0
-1066.0 904.0
-807.0 532.0
229.0 -199.0
910.0 -304.0
548.0 501.0
-167.0 1317.0
8.0 1119.0
1077.0 123.0
1657.0 -716.0
778.0 -954.0
-594.0 -858.0
-841.0 -797.0
147.0 -642.0
866.0 -432.0
206.0 -361.0
-871.0 -541.0
-881.0 -705.0
233.0 -589.0
1216.0 -336.0
1030.0 -69.0
120.0 338.0
-425.0 1010.0
-71.0 1436.0
701.0 1171.0
1193.0 640.0
875.0 616.0
32.0 1041.0
-461.0 1029.0
132.0 43.0
1244.0 -1034.0
1452.0 -1156.0
34.0 -278.0
-1660.0 410.0
-1983.0 272.0
-518.0 -134.0
909.0 -51.0
597.0 395.0
-785.0 409.0
-1505.0 -234.0
-646.0 -920.0
625.0 -1209.0
983.0 -885.0
166.0 -167.0
-964.0 676.0
-1600.0 1453.0
-1502.0 1835.0
-910.0 1897.0
-222.0 1842.0
213.0 1573.0
476.0 955.0
837.0 168.0
1340.0 -176.0
1547.0 40.0
973.0 233.0
-68.0 -142.0
-672.0 -535.0
-489.0 -138.0
176.0 886.0
675.0 1559.0
704.0 1350.0
262.0 1003.0
-402.0 987.0
-897.0 869.0
-797.0 62.0
-109.0 -809.0
400.0 -609.0
90.0 569.0
-640.0 1403.0
-767.0 911.0
-138.0 -92.0
302.0 -446.0
-180.0 -160.0
-980.0 -65.0
-1043.0 -345.0
-291.0 -427.0
195.0 -167.0
-258.0 -57.0
-1079.0 -227.0
-1353.0 -236.0
-806.0 104.0
-31.0 92.0
431.0 -697.0
485.0 -1424.0
324.0 -980.0
309.0 356.0
658.0 1075.0
1088.0 534.0
945.0 -303.0
21.0 -427.0
-901.0 -55.0
-945.0 -56.0
-157.0 -259.0
401.0 199.0
137.0 1193.0
-490.0 1521.0
-729.0 729.0
-646.0 -25.0
-1030.0 249.0
-1659.0 1064.0
-1770.0 1047.0
-1033.0 29.0
-449.0 -585.0
-639.0 10.0
-977.0 1009.0
-565.0 1116.0
438.0 337.0
885.0 -264.0
385.0 -86.0
-142.0 327.0
-26.0 273.0
231.0 -118.0
70.0 -222.0
-324.0 1.0
-114.0 -19.0
485.0 -402.0
605.0 -616.0
-32.0 -104.0
-599.0 727.0
-413.0 945.0
47.0 -196.0
79.0 -1550.0
-162.0 -1831.0
37.0 -1526.0
671.0 -294.0
956.0 27.0
396.0 -184.0
-590.0 33.0
-1069.0 905.0
-760.0 1283.0
18.0 413.0
715.0 -869.0
876.0 -1101.0
631.0 -345.0
428.0 -60.0
625.0 -858.0
1019.0 -1512.0
973.0 -753.0
408.0 771.0
142.0 1210.0
884.0 130.0
1890.0 -1033.0
1621.0 -1124.0
-145.0 -678.0
-1701.0 -768.0
-1604.0 -1103.0
-358.0 -806.0
360.0 -30.0
7.0 77.0
-198.0 -833.0
465.0 -1445.0
1199.0 -787.0
731.0 372.0
-763.0 699.0
-1705.0 -74.0
-1195.0 -869.0
161.0 -934.0
1073.0 -698.0
994.0 -671.0
216.0 -625.0
-527.0 -398.0
-679.0 -466.0
-145.0 -1131.0
495.0 -1694.0
411.0 -970.0
-522.0 645.0
-1201.0 1601.0
-582.0 999.0
805.0 -294.0
1500.0 -883.0
975.0 -678.0
183.0 -527.0
34.0 -671.0
43.0 -641.0
-559.0 -135.0
-1368.0 294.0
-1163.0 17.0
262.0 -560.0
1554.0 -551.0
1344.0 39.0
-124.0 524.0
-1278.0 196.0
-1174.0 -629.0
-174.0 -1270.0
855.0 -1266.0
1236.0 -763.0
730.0 -48.0
-375.0 361.0
-1279.0 241.0
-1387.0 -163.0
-896.0 -322.0
-1001.0 -58.0
-1745.0 146.0
-2048.0 -78.0
-1579.0 -601.0
429.0 -728.0
1426.0 -352.0
748.0 99.0
-613.0 173.0
-1020.0 -87.0
-174.0 -483.0
1034.0 -896.0
1534.0 -1253.0
1335.0 -1387.0
972.0 -968.0
809.0 -246.0
932.0 60.0
1114.0 -362.0
880.0 -1022.0
78.0 -1176.0
-626.0 -596.0
-402.0 293.0
849.0 897.0
1872.0 1181.0
1564.0 1252.0
335.0 1038.0
-431.0 462.0
-209.0 -333.0
201.0 -810.0
-109.0 -708.0
-770.0 -334.0
-811.0 -164.0
-353.0 -327.0
-254.0 -445.0
-697.0 -162.0
-910.0 255.0
-697.0 303.0
-334.0 -22.0
84.0 -377.0
497.0 -459.0
634.0 -354.0
291.0 -466.0
-183.0 -870.0
-158.0 -1212.0
259.0 -1043.0
337.0 -305.0
-376.0 512.0
-1225.0 989.0
-1320.0 1281.0
-561.0 1434.0
217.0 1220.0
360.0 280.0
282.0 -890.0
480.0 -1172.0
722.0 -123.0
434.0 1238.0
-353.0 1358.0
-759.0 2.0
-459.0 -1476.0
-32.0 -1604.0
-169.0 -550.0
-652.0 403.0
-734.0 371.0
-203.0 -241.0
372.0 -484.0
359.0 -17.0
41.0 569.0
-172.0 784.0
-160.0 763.0
-55.0 544.0
100.0 160.0
428.0 -446.0
948.0 -871.0
1348.0 -442.0
1150.0 722.0
392.0 1571.0
-425.0 1096.0
-718.0 -294.0
-239.0 -1110.0
726.0 -647.0
1493.0 274.0
1631.0 289.0
1105.0 -710.0
395.0 -1398.0
-91.0 -821.0
-209.0 426.0
-48.0 1054.0
317.0 758.0
869.0 295.0
1230.0 251.0
1064.0 216.0
266.0 -285.0
-654.0 -810.0
-997.0 -643.0
-556.0 264.0
352.0 1078.0
1001.0 1382.0
916.0 1488.0
194.0 1487.0
-627.0 1090.0
-932.0 221.0
-492.0 -578.0
223.0 -601.0
617.0 0.0
423.0 256.0
-183.0 -208.0
-777.0 -919.0
-950.0 -1071.0
-747.0 -523.0
-373.0 252.0
-282.0 674.0
-495.0 445.0
-677.0 -318.0
-534.0 -1063.0
-346.0 -1137.0
-596.0 -486.0
-1146.0 121.0
-1327.0 10.0
-829.0 -347.0
-191.0 -72.0
-12.0 834.0
-31.0 1268.0
286.0 570.0
773.0 -411.0
630.0 -528.0
-303.0 -69.0
-939.0 -71.0
-482.0 -1245.0
327.0 -1780.0
101.0 -1760.0
-1167.0 -443.0
-1812.0 919.0
-798.0 1009.0
762.0 571.0
992.0 117.0
-234.0 81.0
-1175.0 196.0
-569.0 466.0
712.0 762.0
1005.0 883.0
-14.0 550.0
-1056.0 84.0
-943.0 22.0
148.0 446.0
984.0 923.0
709.0 900.0
-261.0 336.0
-717.0 -381.0
-87.0 -699.0
707.0 -468.0
528.0 54.0
-921.0 365.0
-1992.0 223.0
-1931.0 -138.0
-2010.0 -225.0
-1307.0 -88.0
-726.0 -149.0
-208.0 -521.0
706.0 -816.0
1295.0 -659.0
959.0 -325.0
-43.0 -287.0
-665.0 -540.0
-440.0 -595.0
56.0 -299.0
250.0 -91.0
118.0 -199.0
-136.0 -359.0
-372.0 -172.0
-755.0 192.0
-1016.0 296.0
-985.0 135.0
-731.0 118.0
-582.0 377.0
-561.0 616.0
-305.0 528.0
142.0 346.0
218.0 326.0
-159.0 223.0
-350.0 -230.0
53.0 -817.0
645.0 -922.0
490.0 -345.0
-549.0 446.0
-1413.0 778.0
-1192.0 578.0
-79.0 246.0
967.0 -54.0
1223.0 -371.0
725.0 -729.0
6.0 -865.0
-352.0 -491.0
-182.0 285.0
175.0 816.0
218.0 489.0
-77.0 -449.0
-251.0 -1105.0
-41.0 -769.0
196.0 282.0
-52.0 844.0
-538.0 104.0
-676.0 -1213.0
-439.0 -1846.0
-372.0 -1320.0
-807.0 -263.0
-1125.0 191.0
-694.0 18.0
164.0 -392.0
672.0 -787.0
621.0 -1172.0
525.0 -1321.0
518.0 -1005.0
174.0 -400.0
-618.0 -271.0
-1195.0 -828.0
-891.0 -1428.0
62.0 -1378.0
812.0 -688.0
801.0 -30.0
255.0 141.0
-705.0 -239.0
-1678.0 -927.0
-2048.0 -1496.0
-1498.0 -1261.0
513.0 82.0
1905.0 1590.0
1725.0 1940.0
490.0 904.0
-303.0 -257.0
-188.0 -170.0
-23.0 722.0
-297.0 925.0
-372.0 46.0
334.0 -629.0
1169.0 -61.0
990.0 1073.0
-1.0 1341.0
-401.0 336.0
346.0 -744.0
1070.0 -756.0
548.0 116.0
-704.0 948.0
-1221.0 1036.0
-450.0 479.0
569.0 -122.0
655.0 -329.0
-70.0 -208.0
-613.0 -275.0
-380.0 -744.0
247.0 -1008.0
475.0 -108.0
330.0 1470.0
157.0 2047.0
153.0 827.0
6.0 -1076.0
-452.0 -1445.0
-882.0 551.0
-958.0 2047.0
-698.0 2047.0
-463.0 1026.0
-275.0 -678.0
121.0 -662.0
816.0 -31.0
1219.0 514.0
809.0 323.0
37.0 -153.0
-41.0 -692.0
647.0 -967.0
1013.0 -748.0
355.0 29.0
-680.0 796.0
-923.0 1018.0
-453.0 726.0
-380.0 401.0
-967.0 119.0
-1279.0 -383.0
-624.0 -959.0
65.0 -894.0
-269.0 11.0
-1026.0 1028.0
-723.0 1199.0
685.0 630.0
1426.0 29.0
361.0 -170.0
-1161.0 -156.0
-1289.0 -289.0
-141.0 -493.0
562.0 -655.0
30.0 -844.0
-703.0 -872.0
-535.0 -388.0
-116.0 366.0
-578.0 768.0
-1595.0 472.0
-1840.0 62.0
-923.0 268.0
17.0 1003.0
-5.0 1237.0
-619.0 565.0
-585.0 -358.0
265.0 -671.0
1076.0 -302.0
1138.0 164.0
599.0 371.0
138.0 290.0
272.0 -17.0
798.0 -406.0
1131.0 -417.0
737.0 206.0
-141.0 1067.0
-500.0 1099.0
165.0 117.0
1229.0 -842.0
1370.0 -856.0
223.0 -30.0
-1067.0 642.0
-1390.0 709.0
-821.0 462.0
-249.0 205.0
-9.0 -193.0
185.0 -640.0
603.0 -685.0
947.0 -104.0
1001.0 545.0
869.0 303.0
829.0 -691.0
702.0 -1381.0
465.0 -961.0
385.0 148.0
687.0 817.0
964.0 551.0
700.0 -70.0
71.0 -317.0
-404.0 -58.0
-551.0 283.0
-693.0 155.0
-822.0 -414.0
-497.0 -964.0
92.0 -1186.0
-185.0 -1029.0
-1342.0 -630.0
-2048.0 -205.0
-1177.0 49.0
1132.0 0.0
1940.0 -367.0
482.0 -724.0
-1445.0 -665.0
-1458.0 -258.0
213.0 -149.0
1309.0 -623.0
525.0 -1210.0
-767.0 -1070.0
-852.0 -195.0
330.0 533.0
1308.0 403.0
1225.0 -147.0
655.0 -274.0
379.0 169.0
489.0 634.0
748.0 603.0
1164.0 190.0
1702.0 -329.0
1984.0 -722.0
1509.0 -662.0
298.0 -17.0
-977.0 557.0
-1764.0 222.0
-1948.0 -935.0
-1587.0 -1613.0
-716.0 -892.0
354.0 318.0
1109.0 474.0
1282.0 -515.0
954.0 -864.0
423.0 137.0
-177.0 1152.0
-619.0 349.0
-517.0 -1325.0
95.0 -1869.0
643.0 -365.0
624.0 1456.0
239.0 1405.0
67.0 259.0
321.0 -267.0
425.0 331.0
-159.0 719.0
-868.0 123.0
-793.0 -535.0
58.0 -340.0
597.0 185.0
54.0 -104.0
-931.0 -1040.0
-1132.0 -1476.0
-385.0 -995.0
193.0 -329.0
-175.0 -142.0
-811.0 -85.0
-612.0 414.0
343.0 985.0
916.0 964.0
311.0 531.0
-738.0 358.0
-1068.0 626.0
-634.0 615.0
-267.0 175.0
-403.0 -64.0
-468.0 446.0
-187.0 1155.0
17.0 1191.0
-337.0 747.0
-690.0 698.0
-199.0 1266.0
786.0 1636.0
1151.0 1061.0
421.0 3.0
-341.0 -508.0
-175.0 -471.0
462.0 -538.0
554.0 -800.0
133.0 -535.0
190.0 517.0
711.0 1397.0
589.0 1028.0
-573.0 -167.0
-1549.0 -630.0
-1086.0 114.0
59.0 925.0
67.0 580.0
-1220.0 -495.0
-1852.0 -810.0
-626.0 144.0
1134.0 1120.0
1368.0 782.0
83.0 -596.0
-777.0 -1563.0
-240.0 -1201.0
541.0 -69.0
292.0 742.0
-552.0 891.0
-821.0 655.0
-496.0 363.0
-628.0 -94.0
-1237.0 -550.0
-1294.0 -633.0
-244.0 -117.0
774.0 578.0
517.0 790.0
-540.0 451.0
-936.0 84.0
-232.0 203.0
436.0 688.0
293.0 1055.0
-45.0 1024.0
311.0 729.0
1008.0 600.0
1005.0 734.0
278.0 874.0
-8.0 720.0
624.0 293.0
1063.0 -205.0
288.0 -643.0
-938.0 -1076.0
-1062.0 -1406.0
244.0 -1289.0
1381.0 -561.0
1029.0 255.0
-308.0 488.0
-1017.0 -159.0
-650.0 -1016.0
-116.0 -1180.0
-210.0 -435.0
-500.0 669.0
-277.0 1417.0
243.0 1591.0
490.0 1270.0
213.0 698.0
-259.0 300.0
-724.0 280.0
-1205.0 511.0
-1538.0 445.0
-1115.0 -186.0
-197.0 -742.0
287.0 -600.0
-596.0 8.0
-1748.0 265.0
-2048.0 116.0
-1153.0 239.0
349.0 954.0
632.0 1475.0
153.0 976.0
-462.0 -21.0
-685.0 -220.0
-815.0 773.0
-649.0 1786.0
44.0 1722.0
937.0 712.0
1167.0 -169.0
424.0 -439.0
-551.0 -432.0
-864.0 -527.0
-622.0 -723.0
-510.0 -780.0
-482.0 -642.0
-142.0 -275.0
338.0 315.0
372.0 684.0
-22.0 494.0
-172.0 -95.0
197.0 -248.0
451.0 457.0
76.0 1167.0
-263.0 713.0
188.0 -573.0
863.0 -1110.0
581.0 -160.0
-640.0 1117.0
-1272.0 1185.0
-305.0 -188.0
1357.0 -1495.0
2047.0 -1539.0
2047.0 -469.0
1675.0 834.0
1510.0 1440.0
1028.0 1082.0
117.0 153.0
-376.0 -511.0
-117.0 -281.0
185.0 665.0
-245.0 1179.0
-941.0 655.0
-847.0 -120.0
-137.0 -203.0
293.0 305.0
162.0 373.0
266.0 -313.0
932.0 -718.0
1132.0 104.0
185.0 1372.0
-971.0 1621.0
-1045.0 649.0
-169.0 -375.0
166.0 -309.0
-521.0 551.0
-1018.0 1122.0
-542.0 801.0
126.0 51.0
-139.0 -355.0
-970.0 22.0
-1054.0 846.0
-246.0 1239.0
233.0 401.0
-160.0 -1137.0
-668.0 -1898.0
-526.0 -1115.0
-90.0 859.0
-142.0 1742.0
-601.0 1023.0
-697.0 -189.0
-356.0 -674.0
-286.0 -497.0
-553.0 -443.0
-373.0 -454.0
485.0 91.0
1141.0 773.0
766.0 550.0
-143.0 -687.0
-420.0 -1564.0
-22.0 -1006.0
114.0 181.0
-381.0 582.0
-712.0 208.0
-223.0 185.0
467.0 789.0
609.0 910.0
360.0 100.0
343.0 -392.0
520.0 621.0
138.0 2047.0
-854.0 1981.0
-1439.0 -19.0
-963.0 -1670.0
41.0 -1468.0
530.0 -102.0
446.0 552.0
319.0 230.0
413.0 224.0
433.0 986.0
360.0 1469.0
655.0 943.0
1518.0 31.0
2047.0 -221.0
1472.0 -109.0
153.0 -621.0
-435.0 -1524.0
237.0 -1577.0
1151.0 -559.0
1200.0 222.0
485.0 -396.0
77.0 -1459.0
451.0 -1155.0
885.0 543.0
615.0 1724.0
-91.0 1134.0
-351.0 -176.0
220.0 -277.0
1099.0 878.0
1454.0 1649.0
994.0 1115.0
44.0 238.0
-814.0 449.0
-1206.0 1400.0
-965.0 1731.0
-333.0 991.0
174.0 275.0
229.0 386.0
-96.0 788.0
-393.0 412.0
-291.0 -666.0
157.0 -1090.0
720.0 -370.0
1126.0 565.0
1189.0 622.0
951.0 59.0
516.0 56.0
5.0 580.0
-498.0 654.0
-961.0 -502.0
-1226.0 -1669.0
-1070.0 -1735.0
-439.0 -310.0
337.0 1007.0
676.0 883.0
396.0 -66.0
-197.0 -692.0
-523.0 -386.0
-394.0 107.0
42.0 202.0
405.0 43.0
618.0 23.0
682.0 20.0
563.0 -172.0
312.0 -426.0
95.0 -214.0
118.0 457.0
269.0 935.0
358.0 743.0
349.0 152.0
403.0 -128.0
567.0 173.0
591.0 658.0
297.0 909.0
27.0 865.0
146.0 680.0
579.0 382.0
659.0 -2.0
85.0 -288.0
-623.0 -354.0
-643.0 -256.0
43.0 -227.0
554.0 -286.0
426.0 -158.0
126.0 248.0
336.0 835.0
867.0 1056.0
845.0 771.0
15.0 86.0
-815.0 -491.0
-820.0 -633.0
-369.0 -285.0
-280.0 205.0
-628.0 455.0
-662.0 218.0
-33.0 -570.0
589.0 -1323.0
500.0 -1444.0
-32.0 -771.0
-199.0 119.0
107.0 443.0
145.0 -172.0
-421.0 -1095.0
-945.0 -1247.0
-751.0 -305.0
14.0 1006.0
270.0 1613.0
-298.0 1168.0
-979.0 292.0
-1008.0 -157.0
-444.0 18.0
-103.0 306.0
-216.0 311.0
-386.0 209.0
-243.0 232.0
92.0 402.0
238.0 356.0
46.0 96.0
-163.0 -203.0
-121.0 -216.0
50.0 -25.0
22.0 137.0
-190.0 100.0
-398.0 -118.0
-250.0 -173.0
380.0 61.0
1044.0 458.0
1077.0 664.0
189.0 275.0
-914.0 -517.0
-1243.0 -1110.0
-489.0 -934.0
614.0 -58.0
965.0 678.0
504.0 475.0
-17.0 -429.0
-8.0 -1078.0
177.0 -866.0
-17.0 -119.0
-569.0 168.0
-873.0 -420.0
-633.0 -1240.0
-229.0 -1394.0
-109.0 -729.0
-226.0 12.0
-81.0 130.0
458.0 -134.0
850.0 -32.0
694.0 642.0
190.0 1312.0
-248.0 1191.0
-632.0 291.0
-1133.0 -574.0
-1585.0 -772.0
-1359.0 -534.0
-255.0 -522.0
936.0 -783.0
1164.0 -870.0
344.0 -593.0
-614.0 -127.0
-819.0 126.0
-371.0 46.0
37.0 -184.0
61.0 -453.0
-84.0 -789.0
-158.0 -930.0
-84.0 -645.0
-64.0 81.0
45.0 725.0
172.0 747.0
25.0 203.0
-801.0 -414.0
-1736.0 -531.0
-2041.0 4.0
-1472.0 785.0
-460.0 1198.0
-313.0 888.0
-725.0 120.0
-892.0 -472.0
-305.0 -493.0
484.0 -305.0
758.0 -383.0
347.0 -700.0
-212.0 -788.0
-470.0 -556.0
-178.0 -511.0
354.0 -1044.0
772.0 -1523.0
707.0 -1137.0
133.0 23.0
-392.0 835.0
-259.0 701.0
552.0 217.0
1192.0 395.0
1157.0 1041.0
774.0 1194.0
795.0 545.0
1109.0 -194.0
1144.0 -306.0
652.0 -314.0
171.0 -771.0
216.0 -1258.0
352.0 -930.0
36.0 201.0
-506.0 1010.0
-511.0 831.0
128.0 356.0
662.0 384.0
561.0 701.0
176.0 444.0
92.0 -449.0
242.0 -956.0
154.0 -419.0
-86.0 502.0
232.0 656.0
1169.0 -29.0
1708.0 -611.0
1001.0 -536.0
-558.0 -235.0
-1528.0 -321.0
-1187.0 -607.0
-181.0 -694.0
276.0 -394.0
-169.0 -36.0
-802.0 -64.0
-849.0 -327.0
-128.0 -539.0
718.0 -545.0
1122.0 -355.0
909.0 -32.0
546.0 367.0
398.0 687.0
341.0 759.0
56.0 417.0
-520.0 -210.0
-933.0 -922.0
-646.0 -1496.0
202.0 -1566.0
796.0 -1028.0
707.0 -177.0
397.0 386.0
529.0 375.0
1117.0 24.0
1435.0 -280.0
1079.0 -330.0
321.0 -299.0
-244.0 -338.0
-439.0 -424.0
-516.0 -334.0
-594.0 -74.0
-610.0 23.0
-456.0 -173.0
-161.0 -407.0
188.0 -377.0
573.0 -67.0
738.0 176.0
403.0 16.0
-315.0 -391.0
-698.0 -663.0
-233.0 -490.0
728.0 -199.0
1132.0 -59.0
464.0 -180.0
-521.0 -447.0
-724.0 -608.0
21.0 -573.0
805.0 -508.0
767.0 -544.0
38.0 -687.0
-399.0 -850.0
-110.0 -905.0
385.0 -788.0
333.0 -519.0
-311.0 -247.0
-812.0 -142.0
-561.0 -194.0
238.0 -166.0
964.0 17.0
1150.0 369.0
816.0 521.0
138.0 241.0
-700.0 -241.0
-1444.0 -336.0
-1676.0 285.0
-1225.0 1241.0
-489.0 1604.0
-63.0 769.0
-193.0 -670.0
-358.0 -1691.0
-116.0 -1634.0
233.0 -900.0
5.0 -412.0
-810.0 -463.0
-1319.0 -589.0
-783.0 -352.0
270.0 134.0
730.0 368.0
130.0 77.0
-513.0 -262.0
-148.0 -201.0
796.0 254.0
1039.0 707.0
113.0 838.0
-903.0 710.0
-864.0 690.0
86.0 717.0
742.0 661.0
507.0 463.0
-142.0 268.0
-422.0 247.0
-323.0 312.0
-353.0 306.0
