Re Im
-8.0 -5.0
-13.0 12.0
-9.0 -16.0
10.0 3.0
3.0 -9.0
1.0 -3.0
6.0 3.0
9.0 -7.0
-13.0 17.0
-3.0 -7.0
-10.0 0.0
-14.0 1.0
13.0 0.0
3.0 -10.0
8.0 -11.0
13.0 -4.0
9.0 -12.0
15.0 -12.0
1.0 -10.0
0.0 0.0
-12.0 -4.0
1.0 4.0
12.0 -20.0
10.0 -10.0
5.0 -12.0
3.0 3.0
9.0 -16.0
5.0 11.0
-1.0 -3.0
2.0 -22.0
-1.0 -1.0
10.0 -1.0
6.0 -2.0
6.0 -6.0
-6.0 -1.0
6.0 2.0
15.0 -2.0
13.0 -1.0
-17.0 3.0
-15.0 15.0
-14.0 -8.0
-1.0 -11.0
-6.0 -17.0
-8.0 -5.0
20.0 9.0
2.0 9.0
-6.0 5.0
7.0 3.0
13.0 2.0
12.0 -14.0
8.0 -20.0
-12.0 7.0
-5.0 -3.0
13.0 -2.0
12.0 -1.0
21.0 -15.0
12.0 2.0
6.0 -14.0
14.0 7.0
15.0 12.0
22.0 11.0
-4.0 -4.0
-15.0 -1.0
22.0 1.0
14.0 7.0
-2.0 11.0
-6.0 -3.0
13.0 -15.0
10.0 14.0
17.0 -7.0
7.0 12.0
8.0 -2.0
8.0 -9.0
15.0 12.0
13.0 -1.0
16.0 3.0
31.0 12.0
3.0 -11.0
9.0 0.0
12.0 14.0
-11.0 10.0
-4.0 -1.0
-4.0 0.0
5.0 1.0
1.0 5.0
12.0 7.0
11.0 -2.0
1.0 10.0
13.0 -3.0
1.0 0.0
5.0 3.0
5.0 5.0
7.0 0.0
13.0 7.0
-6.0 -1.0
0.0 -5.0
-12.0 2.0
7.0 -8.0
2.0 -11.0
-18.0 9.0
-12.0 11.0
10.0 6.0
16.0 -9.0
-4.0 0.0
17.0 4.0
-11.0 0.0
-14.0 -13.0
-6.0 -2.0
6.0 -19.0
-17.0 6.0
6.0 -7.0
7.0 -7.0
-15.0 2.0
-12.0 11.0
4.0 12.0
-7.0 4.0
-8.0 -6.0
-11.0 6.0
0.0 -4.0
25.0 10.0
7.0 -2.0
3.0 -26.0
16.0 -19.0
2.0 -8.0
3.0 15.0
5.0 -1.0
2.0 -8.0
9.0 -3.0
8.0 3.0
18.0 -18.0
11.0 -6.0
-11.0 -1.0
2.0 15.0
13.0 21.0
-4.0 -6.0
3.0 22.0
12.0 22.0
22.0 16.0
-9.0 2.0
-1.0 -19.0
10.0 -7.0
8.0 11.0
1.0 0.0
-19.0 -9.0
8.0 15.0
-10.0 1.0
-7.0 20.0
4.0 0.0
5.0 18.0
3.0 4.0
-4.0 -17.0
-13.0 5.0
-17.0 8.0
17.0 -3.0
-5.0 -23.0
-9.0 -6.0
9.0 11.0
11.0 -1.0
-8.0 13.0
-11.0 12.0
-8.0 -6.0
0.0 1.0
12.0 5.0
4.0 0.0
-9.0 27.0
-24.0 10.0
0.0 -3.0
6.0 -6.0
6.0 -20.0
20.0 4.0
9.0 -10.0
12.0 -33.0
-6.0 -9.0
-9.0 11.0
-5.0 9.0
3.0 -16.0
4.0 -12.0
6.0 -3.0
0.0 -16.0
1.0 -7.0
13.0 10.0
-13.0 -6.0
-7.0 0.0
13.0 -2.0
0.0 -26.0
-10.0 -5.0
3.0 -4.0
-7.0 0.0
4.0 9.0
-3.0 5.0
-2.0 24.0
8.0 11.0
-2.0 7.0
5.0 -4.0
1.0 -3.0
-5.0 -7.0
23.0 9.0
10.0 -5.0
-21.0 -1.0
-10.0 -6.0
0.0 25.0
-15.0 -6.0
0.0 -12.0
12.0 3.0
14.0 3.0
17.0 6.0
13.0 -9.0
12.0 4.0
-17.0 -5.0
12.0 -10.0
-3.0 22.0
-1.0 -6.0
13.0 12.0
-2.0 2.0
8.0 9.0
0.0 5.0
-10.0 5.0
-6.0 -10.0
2.0 -15.0
21.0 -11.0
13.0 7.0
32.0 1.0
32.0 -18.0
-1.0 -9.0
-2.0 -21.0
15.0 -8.0
-4.0 16.0
-5.0 -8.0
-2.0 -6.0
-5.0 11.0
0.0 -13.0
2.0 12.0
-10.0 0.0
-12.0 15.0
-8.0 6.0
-12.0 -13.0
-7.0 -16.0
-1.0 -7.0
-26.0 -23.0
-5.0 -8.0
-18.0 2.0
-24.0 0.0
18.0 0.0
5.0 0.0
-1.0 -8.0
3.0 10.0
2.0 -4.0
-6.0 9.0
-14.0 22.0
10.0 -9.0
1.0 6.0
-1.0 8.0
11.0 13.0
-5.0 -6.0
4.0 -9.0
2.0 -5.0
14.0 0.0
10.0 -1.0
2.0 19.0
7.0 5.0
-18.0 -12.0
-15.0 -16.0
8.0 1.0
28.0 3.0
-9.0 11.0
1.0 4.0
-2.0 12.0
-6.0 10.0
15.0 -10.0
-7.0 -1.0
0.0 5.0
1.0 -4.0
1.0 1.0
0.0 -11.0
-6.0 -8.0
-6.0 -7.0
-6.0 -20.0
8.0 12.0
13.0 9.0
4.0 -1.0
1.0 -18.0
-6.0 -13.0
13.0 -5.0
11.0 7.0
-4.0 11.0
-21.0 0.0
-9.0 -12.0
7.0 -14.0
-23.0 -3.0
-1.0 16.0
0.0 -9.0
4.0 -5.0
16.0 6.0
10.0 11.0
-4.0 1.0
25.0 -5.0
19.0 -1.0
4.0 0.0
2.0 18.0
-14.0 0.0
6.0 -18.0
2.0 -5.0
-3.0 4.0
-9.0 12.0
2.0 15.0
-7.0 -6.0
2.0 24.0
10.0 18.0
2.0 28.0
0.0 -1.0
-27.0 -28.0
-4.0 1.0
18.0 12.0
12.0 16.0
-8.0 31.0
0.0 6.0
-4.0 13.0
-13.0 -8.0
9.0 -17.0
17.0 -3.0
-2.0 -9.0
-8.0 7.0
7.0 -1.0
1.0 8.0
-2.0 4.0
-11.0 21.0
-10.0 -3.0
18.0 5.0
13.0 5.0
0.0 -3.0
3.0 5.0
-5.0 9.0
-7.0 18.0
7.0 -12.0
6.0 -14.0
15.0 12.0
4.0 -21.0
-14.0 -11.0
9.0 13.0
-15.0 16.0
-8.0 4.0
20.0 -1.0
11.0 -7.0
-1.0 -16.0
3.0 -10.0
19.0 13.0
-4.0 2.0
-2.0 -17.0
10.0 -6.0
21.0 23.0
-3.0 7.0
10.0 -25.0
19.0 -26.0
20.0 -16.0
-9.0 15.0
-4.0 3.0
-8.0 -21.0
-11.0 10.0
-9.0 15.0
-3.0 5.0
-18.0 -3.0
-3.0 10.0
4.0 9.0
3.0 19.0
-3.0 6.0
-13.0 6.0
13.0 -17.0
16.0 6.0
4.0 6.0
3.0 4.0
16.0 -4.0
5.0 17.0
-5.0 -5.0
7.0 3.0
2.0 -2.0
12.0 -3.0
0.0 20.0
11.0 4.0
10.0 -3.0
1.0 0.0
2.0 -21.0
22.0 -10.0
3.0 9.0
-14.0 6.0
16.0 -5.0
-2.0 2.0
5.0 3.0
-17.0 12.0
6.0 9.0
6.0 -4.0
2.0 -3.0
-10.0 1.0
-2.0 0.0
-6.0 4.0
-8.0 6.0
4.0 -10.0
14.0 -5.0
1.0 7.0
6.0 -2.0
21.0 -13.0
21.0 5.0
7.0 -10.0
4.0 -13.0
14.0 2.0
7.0 -6.0
5.0 13.0
-3.0 -12.0
-10.0 13.0
-5.0 -7.0
12.0 -2.0
6.0 -9.0
-8.0 -19.0
0.0 -7.0
12.0 -20.0
-8.0 -18.0
11.0 1.0
18.0 14.0
17.0 -8.0
13.0 7.0
10.0 -10.0
-15.0 -16.0
-4.0 11.0
7.0 3.0
-4.0 5.0
2.0 5.0
-7.0 10.0
-1.0 0.0
16.0 -1.0
0.0 -14.0
1.0 -13.0
-10.0 4.0
13.0 -16.0
-3.0 -22.0
-8.0 0.0
21.0 -5.0
18.0 4.0
19.0 -23.0
14.0 -12.0
-6.0 0.0
12.0 -1.0
2.0 -20.0
7.0 -19.0
19.0 -11.0
13.0 4.0
12.0 17.0
-2.0 6.0
11.0 -10.0
7.0 -15.0
-6.0 -1.0
13.0 -6.0
-1.0 1.0
-14.0 7.0
-25.0 -7.0
-1.0 -8.0
12.0 -4.0
17.0 3.0
6.0 -2.0
14.0 6.0
9.0 -10.0
-10.0 12.0
-9.0 1.0
12.0 -9.0
1.0 -11.0
-6.0 -7.0
4.0 9.0
-4.0 -23.0
24.0 -3.0
14.0 -13.0
-23.0 2.0
3.0 8.0
12.0 8.0
0.0 14.0
7.0 -13.0
-6.0 3.0
-14.0 19.0
28.0 2.0
-6.0 -6.0
10.0 2.0
0.0 -12.0
-15.0 5.0
1.0 11.0
7.0 -10.0
26.0 -5.0
-4.0 7.0
-4.0 -13.0
-1.0 1.0
7.0 -26.0
-6.0 -15.0
-13.0 -3.0
-8.0 7.0
-2.0 -4.0
21.0 5.0
-6.0 2.0
0.0 5.0
9.0 -6.0
16.0 5.0
14.0 1.0
27.0 -27.0
17.0 -23.0
-6.0 3.0
-3.0 -5.0
-5.0 -4.0
-4.0 -5.0
7.0 -1.0
22.0 -2.0
17.0 -11.0
11.0 5.0
4.0 -2.0
13.0 -12.0
16.0 -15.0
35.0 -19.0
4.0 -22.0
3.0 -2.0
3.0 0.0
0.0 -8.0
-25.0 5.0
7.0 -16.0
24.0 -15.0
-16.0 -5.0
-1.0 0.0
-13.0 -15.0
1.0 8.0
2.0 3.0
11.0 5.0
8.0 2.0
12.0 -9.0
10.0 -3.0
-7.0 4.0
-2.0 0.0
9.0 -14.0
20.0 -4.0
7.0 9.0
-7.0 -6.0
16.0 7.0
8.0 9.0
-5.0 10.0
9.0 -12.0
24.0 23.0
10.0 2.0
4.0 -2.0
-18.0 6.0
2.0 -24.0
12.0 1.0
-14.0 12.0
-16.0 14.0
-15.0 6.0
-3.0 -14.0
21.0 -10.0
1.0 8.0
-4.0 8.0
14.0 -8.0
12.0 -1.0
14.0 -8.0
15.0 -5.0
15.0 5.0
-11.0 12.0
-9.0 -8.0
19.0 0.0
3.0 1.0
14.0 8.0
15.0 9.0
-7.0 -26.0
-4.0 -10.0
-12.0 5.0
-10.0 -4.0
19.0 -24.0
13.0 5.0
-13.0 -2.0
-5.0 12.0
11.0 9.0
-7.0 -14.0
1.0 -10.0
24.0 3.0
4.0 -8.0
-14.0 -25.0
5.0 -21.0
-8.0 -7.0
-11.0 -4.0
14.0 -2.0
2.0 -6.0
5.0 -4.0
-18.0 -27.0
-1.0 -5.0
2.0 3.0
-6.0 -4.0
4.0 -17.0
7.0 -2.0
-7.0 4.0
-4.0 -3.0
34.0 4.0
13.0 -5.0
-2.0 4.0
9.0 2.0
8.0 12.0
-17.0 7.0
-7.0 7.0
3.0 12.0
14.0 7.0
6.0 -2.0
-1.0 9.0
-4.0 -3.0
1.0 6.0
3.0 1.0
-13.0 6.0
-6.0 13.0
-17.0 8.0
10.0 8.0
-3.0 -31.0
9.0 -13.0
7.0 -8.0
7.0 7.0
4.0 5.0
-10.0 -7.0
-16.0 -25.0
-2.0 -13.0
10.0 2.0
9.0 16.0
9.0 0.0
9.0 7.0
-5.0 -7.0
-4.0 19.0
-6.0 -10.0
9.0 -5.0
10.0 7.0
3.0 12.0
2.0 -5.0
-8.0 20.0
9.0 11.0
-24.0 -10.0
-5.0 15.0
4.0 -7.0
11.0 -10.0
4.0 -2.0
5.0 -14.0
14.0 -10.0
-7.0 4.0
25.0 -9.0
-10.0 -11.0
-4.0 9.0
5.0 16.0
-2.0 9.0
-4.0 26.0
-17.0 11.0
2.0 -1.0
-14.0 3.0
-12.0 -6.0
-4.0 -1.0
24.0 -3.0
3.0 4.0
1.0 9.0
6.0 -5.0
-11.0 7.0
-19.0 8.0
6.0 10.0
-9.0 -8.0
17.0 -5.0
-2.0 8.0
-1.0 -2.0
6.0 -4.0
4.0 -1.0
-24.0 4.0
0.0 -14.0
0.0 -10.0
-12.0 -3.0
6.0 3.0
-9.0 -3.0
6.0 0.0
7.0 -9.0
15.0 2.0
6.0 -6.0
8.0 6.0
3.0 13.0
5.0 -23.0
0.0 -5.0
6.0 -17.0
12.0 4.0
15.0 5.0
12.0 -3.0
3.0 -5.0
29.0 -6.0
4.0 -5.0
2.0 -19.0
-2.0 -2.0
-3.0 -22.0
22.0 5.0
-26.0 9.0
4.0 16.0
3.0 -10.0
19.0 -12.0
19.0 5.0
13.0 -5.0
30.0 10.0
10.0 -11.0
-5.0 -9.0
-1.0 -4.0
6.0 4.0
0.0 8.0
-14.0 -12.0
23.0 12.0
13.0 20.0
5.0 19.0
16.0 -6.0
13.0 17.0
-6.0 17.0
9.0 8.0
19.0 6.0
-13.0 -32.0
1.0 2.0
18.0 10.0
-5.0 -25.0
2.0 -12.0
32.0 3.0
12.0 18.0
10.0 -29.0
-23.0 12.0
-11.0 20.0
2.0 26.0
-11.0 21.0
-14.0 17.0
11.0 17.0
26.0 43.0
-9.0 30.0
-14.0 34.0
17.0 25.0
-14.0 6.0
-5.0 11.0
3.0 19.0
14.0 23.0
-4.0 20.0
-3.0 41.0
-9.0 34.0
10.0 24.0
-10.0 21.0
-17.0 12.0
-17.0 25.0
-24.0 5.0
-19.0 32.0
-14.0 44.0
-31.0 32.0
-24.0 41.0
-28.0 34.0
-24.0 8.0
-33.0 27.0
-19.0 41.0
-7.0 17.0
-6.0 10.0
-16.0 24.0
-10.0 17.0
-20.0 25.0
-15.0 33.0
-17.0 50.0
-39.0 56.0
-18.0 14.0
-24.0 2.0
-24.0 8.0
-14.0 41.0
-13.0 44.0
-34.0 31.0
-27.0 35.0
-38.0 42.0
-23.0 36.0
-21.0 42.0
-46.0 25.0
-43.0 24.0
-23.0 24.0
-20.0 -2.0
-29.0 19.0
-46.0 19.0
-33.0 14.0
-30.0 5.0
-38.0 -3.0
-44.0 20.0
-29.0 21.0
-35.0 13.0
-60.0 8.0
-48.0 -7.0
-46.0 2.0
-53.0 -3.0
-32.0 0.0
-34.0 11.0
-36.0 -21.0
-39.0 14.0
-25.0 2.0
-30.0 9.0
-33.0 5.0
-45.0 6.0
-58.0 0.0
-52.0 -15.0
-63.0 -12.0
-57.0 -17.0
-79.0 -66.0
-110.0 -141.0
-130.0 -187.0
-215.0 -51.0
-241.0 125.0
-146.0 -95.0
56.0 -697.0
51.0 -874.0
-478.0 30.0
-1110.0 1320.0
-915.0 1403.0
15.0 71.0
309.0 -1152.0
-659.0 -988.0
-1798.0 271.0
-1499.0 1068.0
163.0 659.0
1199.0 -93.0
434.0 -324.0
-901.0 -32.0
-764.0 -51.0
667.0 -585.0
1328.0 -1052.0
387.0 -988.0
-629.0 -585.0
-74.0 -127.0
1310.0 178.0
1529.0 283.0
64.0 30.0
-1373.0 -489.0
-1270.0 -690.0
-206.0 -236.0
355.0 612.0
239.0 893.0
357.0 269.0
858.0 -676.0
929.0 -951.0
87.0 -475.0
-840.0 164.0
-817.0 325.0
36.0 -29.0
791.0 -355.0
903.0 -480.0
650.0 -433.0
269.0 -442.0
-285.0 -480.0
-968.0 -432.0
-1373.0 -208.0
-1316.0 52.0
-1029.0 13.0
-908.0 -154.0
-875.0 -156.0
-725.0 229.0
-559.0 597.0
-668.0 393.0
-934.0 -530.0
-804.0 -1313.0
-58.0 -1086.0
574.0 -47.0
365.0 693.0
-463.0 291.0
-1202.0 -779.0
-1490.0 -1185.0
-1397.0 -336.0
-1012.0 892.0
-148.0 1278.0
880.0 658.0
1357.0 138.0
807.0 590.0
-259.0 1615.0
-839.0 2047.0
-554.0 1356.0
67.0 32.0
301.0 -692.0
-16.0 -376.0
-555.0 339.0
-877.0 545.0
-916.0 158.0
-666.0 -179.0
-100.0 45.0
482.0 454.0
693.0 409.0
500.0 -261.0
281.0 -771.0
318.0 -509.0
561.0 270.0
736.0 660.0
870.0 350.0
1142.0 -115.0
1300.0 45.0
1015.0 776.0
360.0 1238.0
-233.0 739.0
-286.0 -333.0
63.0 -1128.0
355.0 -1311.0
360.0 -1377.0
201.0 -1636.0
43.0 -1804.0
-90.0 -1551.0
-20.0 -232.0
434.0 962.0
965.0 1404.0
977.0 909.0
316.0 129.0
-337.0 -267.0
-345.0 -54.0
8.0 441.0
-21.0 733.0
-465.0 633.0
-424.0 276.0
361.0 -47.0
1061.0 -236.0
688.0 -353.0
-395.0 -321.0
-786.0 -77.0
-119.0 373.0
461.0 671.0
29.0 440.0
-881.0 -211.0
-987.0 -596.0
-154.0 -462.0
469.0 -309.0
182.0 -517.0
-379.0 -659.0
-235.0 -69.0
397.0 1110.0
674.0 1656.0
431.0 980.0
341.0 -214.0
757.0 -624.0
1059.0 22.0
620.0 886.0
-65.0 1111.0
-155.0 756.0
393.0 323.0
755.0 38.0
367.0 -205.0
-212.0 -332.0
-199.0 -194.0
544.0 36.0
1244.0 11.0
1368.0 -200.0
934.0 -52.0
305.0 458.0
-23.0 636.0
75.0 108.0
361.0 -606.0
404.0 -461.0
-35.0 497.0
-590.0 1302.0
-800.0 1123.0
-515.0 362.0
-70.0 -70.0
229.0 139.0
516.0 436.0
1029.0 319.0
1433.0 -276.0
1277.0 -974.0
525.0 -1381.0
-333.0 -1150.0
-620.0 -368.0
-192.0 322.0
490.0 295.0
1019.0 -296.0
1024.0 -519.0
520.0 325.0
-293.0 1645.0
-728.0 2047.0
-383.0 1256.0
458.0 -328.0
1086.0 -1288.0
1029.0 -1089.0
495.0 -60.0
-183.0 944.0
-625.0 1281.0
-694.0 858.0
-377.0 137.0
93.0 -73.0
263.0 355.0
51.0 732.0
-100.0 334.0
333.0 -722.0
1011.0 -1354.0
1102.0 -973.0
403.0 -53.0
-345.0 611.0
-459.0 854.0
-187.0 961.0
-364.0 951.0
-1086.0 487.0
-1496.0 -300.0
-1103.0 -501.0
-390.0 368.0
-176.0 1468.0
-481.0 1608.0
-680.0 708.0
-450.0 -155.0
-76.0 -166.0
240.0 268.0
654.0 471.0
1284.0 464.0
1575.0 682.0
931.0 886.0
-206.0 331.0
-728.0 -812.0
-177.0 -1380.0
669.0 -597.0
825.0 677.0
400.0 961.0
98.0 88.0
305.0 -567.0
518.0 -73.0
360.0 804.0
286.0 646.0
862.0 -489.0
1673.0 -1066.0
1743.0 -299.0
586.0 912.0
-879.0 1038.0
-1494.0 8.0
-1114.0 -829.0
-749.0 -295.0
-1080.0 1050.0
-1425.0 1962.0
-793.0 1765.0
644.0 827.0
1497.0 -159.0
924.0 -920.0
-244.0 -1221.0
-647.0 -938.0
-19.0 -162.0
510.0 649.0
167.0 975.0
-200.0 840.0
270.0 607.0
1263.0 400.0
1406.0 -96.0
206.0 -774.0
-1049.0 -1098.0
-1090.0 -628.0
-260.0 96.0
-52.0 334.0
-815.0 -13.0
-1289.0 -167.0
-431.0 356.0
994.0 799.0
1433.0 302.0
680.0 -881.0
120.0 -1483.0
690.0 -801.0
1628.0 210.0
1554.0 154.0
485.0 -946.0
-253.0 -1663.0
117.0 -1017.0
839.0 414.0
998.0 1297.0
502.0 1203.0
53.0 889.0
-30.0 959.0
-165.0 1139.0
-548.0 777.0
-745.0 -83.0
-459.0 -712.0
-34.0 -734.0
-109.0 -522.0
-623.0 -532.0
-834.0 -709.0
-220.0 -611.0
689.0 -23.0
994.0 575.0
484.0 710.0
-265.0 364.0
-630.0 -15.0
-594.0 54.0
-566.0 489.0
-557.0 887.0
-326.0 830.0
287.0 268.0
834.0 -440.0
811.0 -760.0
466.0 -468.0
331.0 152.0
645.0 598.0
782.0 470.0
308.0 -188.0
-399.0 -955.0
-351.0 -1104.0
570.0 -289.0
1312.0 901.0
802.0 1334.0
-522.0 471.0
-1143.0 -868.0
-465.0 -1411.0
687.0 -591.0
1064.0 764.0
573.0 1516.0
159.0 1246.0
446.0 502.0
956.0 -111.0
998.0 -289.0
402.0 -220.0
-223.0 -4.0
-578.0 250.0
-703.0 332.0
-607.0 191.0
-194.0 11.0
390.0 -79.0
661.0 -165.0
252.0 -315.0
-381.0 -508.0
-640.0 -675.0
-494.0 -720.0
-260.0 -654.0
-221.0 -310.0
-131.0 283.0
183.0 718.0
621.0 511.0
790.0 -142.0
424.0 -565.0
-166.0 -440.0
-571.0 -193.0
-561.0 -436.0
-133.0 -965.0
575.0 -969.0
1148.0 -256.0
1120.0 531.0
278.0 570.0
-860.0 -43.0
-1429.0 -535.0
-943.0 -470.0
191.0 -81.0
1078.0 199.0
1185.0 274.0
1002.0 234.0
1065.0 66.0
1343.0 -231.0
1243.0 -488.0
577.0 -522.0
-151.0 -344.0
-400.0 -163.0
-318.0 -242.0
-235.0 -690.0
-204.0 -1178.0
102.0 -1161.0
748.0 -213.0
1120.0 1089.0
930.0 1491.0
562.0 340.0
610.0 -1302.0
925.0 -1725.0
781.0 -523.0
-2.0 859.0
-654.0 1008.0
-671.0 313.0
-243.0 6.0
41.0 274.0
236.0 152.0
714.0 -726.0
1198.0 -1363.0
998.0 -967.0
-18.0 -224.0
-902.0 -298.0
-860.0 -1009.0
-191.0 -931.0
298.0 204.0
464.0 963.0
636.0 267.0
758.0 -1089.0
418.0 -1331.0
-320.0 -268.0
-566.0 709.0
-57.0 648.0
422.0 104.0
256.0 -136.0
-87.0 -65.0
295.0 -296.0
1079.0 -832.0
1236.0 -932.0
559.0 -443.0
-26.0 309.0
189.0 901.0
490.0 1175.0
118.0 1088.0
-501.0 518.0
-531.0 -182.0
-108.0 -214.0
-28.0 592.0
-282.0 1253.0
-39.0 881.0
768.0 -422.0
987.0 -1296.0
145.0 -810.0
-559.0 563.0
356.0 1679.0
1842.0 1785.0
2047.0 954.0
572.0 -233.0
-823.0 -1013.0
-172.0 -907.0
1289.0 -112.0
1529.0 509.0
234.0 216.0
-744.0 -573.0
-362.0 -937.0
450.0 -332.0
457.0 625.0
-24.0 1010.0
50.0 648.0
823.0 114.0
1427.0 -95.0
1318.0 27.0
867.0 307.0
581.0 718.0
515.0 1080.0
502.0 1126.0
560.0 781.0
586.0 233.0
206.0 -108.0
-509.0 -180.0
-789.0 -139.0
-162.0 -108.0
727.0 -180.0
837.0 -114.0
135.0 236.0
-403.0 834.0
-270.0 1308.0
-56.0 1212.0
-194.0 528.0
-325.0 -82.0
20.0 -42.0
391.0 399.0
114.0 571.0
-613.0 162.0
-973.0 -309.0
-725.0 -409.0
-623.0 -427.0
-1038.0 -542.0
-1344.0 -454.0
-800.0 109.0
29.0 584.0
-116.0 108.0
-1223.0 -933.0
-2014.0 -1368.0
-1476.0 -745.0
-154.0 -63.0
642.0 -291.0
451.0 -835.0
-1.0 -386.0
36.0 771.0
499.0 1136.0
843.0 -241.0
752.0 -1641.0
369.0 -1725.0
70.0 -181.0
122.0 1235.0
388.0 1313.0
462.0 866.0
145.0 672.0
-206.0 757.0
15.0 418.0
897.0 -155.0
1563.0 -325.0
1349.0 -26.0
544.0 107.0
-74.0 -147.0
-247.0 -387.0
-497.0 -148.0
-759.0 201.0
-403.0 205.0
868.0 -7.0
2006.0 -41.0
1618.0 32.0
-196.0 -277.0
-1576.0 -959.0
-1137.0 -1341.0
371.0 -898.0
1252.0 -172.0
869.0 -17.0
146.0 -557.0
308.0 -922.0
924.0 -378.0
902.0 668.0
-156.0 1135.0
-1332.0 521.0
-1537.0 -551.0
-914.0 -1009.0
-258.0 -568.0
-223.0 131.0
-631.0 279.0
-1040.0 -94.0
-906.0 -413.0
-159.0 -212.0
889.0 439.0
1511.0 1041.0
1189.0 1226.0
139.0 836.0
-735.0 -27.0
-517.0 -917.0
548.0 -1191.0
1325.0 -420.0
1170.0 791.0
570.0 1133.0
319.0 171.0
477.0 -1116.0
505.0 -1457.0
188.0 -705.0
20.0 -25.0
213.0 -194.0
259.0 -628.0
-297.0 -549.0
-1039.0 -237.0
-1028.0 -400.0
-131.0 -878.0
663.0 -568.0
684.0 756.0
276.0 1769.0
206.0 1224.0
551.0 -310.0
649.0 -991.0
373.0 -248.0
351.0 730.0
768.0 647.0
815.0 -192.0
-116.0 -609.0
-1290.0 -186.0
-1349.0 381.0
-169.0 464.0
903.0 230.0
769.0 48.0
163.0 -1.0
266.0 117.0
902.0 614.0
895.0 1269.0
-24.0 1468.0
-831.0 807.0
-659.0 38.0
-33.0 4.0
-54.0 374.0
-624.0 89.0
-631.0 -875.0
211.0 -1306.0
959.0 -181.0
860.0 1589.0
186.0 2047.0
-241.0 1389.0
-291.0 147.0
-373.0 -153.0
-584.0 201.0
-541.0 314.0
-139.0 -192.0
198.0 -751.0
266.0 -891.0
335.0 -535.0
603.0 239.0
494.0 1201.0
-393.0 1780.0
-1446.0 1376.0
-1608.0 283.0
-730.0 -333.0
257.0 15.0
526.0 513.0
305.0 168.0
194.0 -607.0
35.0 -512.0
-527.0 603.0
-1107.0 1277.0
-746.0 435.0
423.0 -943.0
1116.0 -1013.0
475.0 278.0
-669.0 1250.0
-777.0 797.0
435.0 -317.0
1705.0 -616.0
1808.0 -16.0
687.0 200.0
-645.0 -373.0
-1284.0 -790.0
-1007.0 -345.0
-170.0 564.0
368.0 899.0
78.0 458.0
-739.0 25.0
-1217.0 98.0
-861.0 303.0
-348.0 90.0
-502.0 -280.0
-1118.0 -224.0
-985.0 357.0
-165.0 803.0
335.0 496.0
-764.0 -332.0
-1904.0 -925.0
-2048.0 -730.0
-1360.0 77.0
460.0 887.0
793.0 1119.0
297.0 728.0
-223.0 94.0
-177.0 -307.0
-119.0 -284.0
-76.0 -5.0
214.0 306.0
684.0 476.0
545.0 421.0
-407.0 268.0
-1217.0 82.0
-993.0 -16.0
-52.0 -112.0
469.0 -434.0
242.0 -775.0
167.0 -732.0
681.0 -265.0
1082.0 29.0
483.0 -301.0
-707.0 -951.0
-1358.0 -1054.0
-968.0 -534.0
-298.0 -127.0
-128.0 -420.0
-329.0 -940.0
-347.0 -777.0
-110.0 56.0
1.0 603.0
-187.0 326.0
-326.0 -197.0
-186.0 -88.0
-20.0 629.0
21.0 1057.0
112.0 689.0
298.0 156.0
396.0 50.0
111.0 304.0
-208.0 528.0
-70.0 549.0
440.0 525.0
773.0 333.0
608.0 -217.0
243.0 -900.0
106.0 -1025.0
174.0 -385.0
74.0 389.0
-156.0 545.0
-135.0 287.0
214.0 299.0
535.0 598.0
346.0 686.0
-139.0 355.0
-347.0 68.0
-215.0 143.0
7.0 286.0
-143.0 107.0
-603.0 50.0
-1056.0 745.0
-1177.0 1769.0
-926.0 1902.0
-631.0 716.0
-559.0 -593.0
-720.0 -800.0
-833.0 -272.0
-643.0 -176.0
-267.0 -801.0
-98.0 -1138.0
-113.0 -565.0
-9.0 242.0
401.0 326.0
610.0 -57.0
254.0 28.0
-248.0 489.0
-96.0 467.0
656.0 -299.0
968.0 -672.0
152.0 5.0
-1162.0 914.0
-1695.0 806.0
-990.0 10.0
-22.0 -215.0
344.0 403.0
226.0 686.0
178.0 -86.0
118.0 -890.0
-297.0 -367.0
-739.0 1022.0
-509.0 1445.0
376.0 342.0
1026.0 -916.0
825.0 -906.0
312.0 -101.0
307.0 60.0
501.0 -374.0
57.0 -195.0
-958.0 984.0
-1472.0 1936.0
-960.0 1397.0
-131.0 -78.0
57.0 -931.0
-81.0 -713.0
408.0 -310.0
1438.0 -409.0
1936.0 -616.0
1416.0 -217.0
530.0 586.0
65.0 752.0
-177.0 -47.0
-645.0 -1005.0
-961.0 -1171.0
-569.0 -572.0
113.0 79.0
89.0 148.0
-642.0 -215.0
-920.0 -498.0
-76.0 -433.0
915.0 -215.0
947.0 -166.0
397.0 -225.0
553.0 -82.0
1496.0 414.0
1852.0 1014.0
855.0 1244.0
-458.0 914.0
-702.0 452.0
-96.0 175.0
183.0 96.0
-136.0 68.0
-221.0 -85.0
284.0 -271.0
606.0 -451.0
134.0 -612.0
-603.0 -549.0
-666.0 -342.0
-299.0 -262.0
-315.0 -474.0
-680.0 -725.0
-380.0 -523.0
986.0 180.0
2047.0 787.0
1838.0 698.0
173.0 35.0
-1126.0 -412.0
-1093.0 -287.0
-252.0 19.0
219.0 -1.0
6.0 -382.0
-454.0 -779.0
-536.0 -1066.0
